06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'OgreTray/Listbox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'OgreTray/Listbox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/Combobox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/DropDownMenu' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/DropDownMenu' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Group' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/Group' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Checkbox' using base type 'CEGUI/Checkbox', window renderer 'Falagard/ToggleButton' Look'N'Feel 'OgreTray/Checkbox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/RadioButton' using base type 'CEGUI/RadioButton', window renderer 'Falagard/ToggleButton' Look'N'Feel 'OgreTray/RadioButton' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Slider' using base type 'CEGUI/Slider', window renderer 'Falagard/Slider' Look'N'Feel 'OgreTray/Slider' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'OgreTray/StaticImage' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/AltStaticImage' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/AltStaticImage' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Tooltip' using base type 'CEGUI/Tooltip', window renderer 'Falagard/Tooltip' Look'N'Feel 'OgreTray/Tooltip' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ItemListbox' using base type 'CEGUI/ItemListbox', window renderer 'Falagard/ItemListbox' Look'N'Feel 'OgreTray/ItemListbox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ListboxItem' using base type 'CEGUI/ItemEntry', window renderer 'Falagard/ItemEntry' Look'N'Feel 'OgreTray/ListboxItem' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Spinner' using base type 'CEGUI/Spinner', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/Spinner' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ScrollablePane' using base type 'CEGUI/ScrollablePane', window renderer 'Falagard/ScrollablePane' Look'N'Feel 'OgreTray/ScrollablePane' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ListHeaderSegment' using base type 'CEGUI/ListHeaderSegment', window renderer 'Falagard/ListHeaderSegment' Look'N'Feel 'OgreTray/ListHeaderSegment' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/ListHeader' using base type 'CEGUI/ListHeader', window renderer 'Falagard/ListHeader' Look'N'Feel 'OgreTray/ListHeader' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/MultiColumnList' using base type 'CEGUI/MultiColumnList', window renderer 'Falagard/MultiColumnList' Look'N'Feel 'OgreTray/MultiColumnList' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/MenuItem' using base type 'CEGUI/MenuItem', window renderer 'Falagard/MenuItem' Look'N'Feel 'OgreTray/MenuItem' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/Menubar' using base type 'CEGUI/Menubar', window renderer 'Falagard/Menubar' Look'N'Feel 'OgreTray/Menubar' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/PopupMenu' using base type 'CEGUI/PopupMenu', window renderer 'Falagard/PopupMenu' Look'N'Feel 'OgreTray/PopupMenu' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/TabButton' using base type 'CEGUI/TabButton', window renderer 'Falagard/TabButton' Look'N'Feel 'OgreTray/TabButton' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/TabButtonPane' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/TabButtonPane' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/TabContentPane' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/TabContentPane' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/TabControl' using base type 'CEGUI/TabControl', window renderer 'Falagard/TabControl' Look'N'Feel 'OgreTray/TabControl' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'OgreTray/BG' using base type 'DefaultWindow', window renderer 'Falagard/Default' Look'N'Feel 'OgreTray/BGTest' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Started creation of Scheme from XML specification:
06/03/2013 20:09:22 (Std) 	---- CEGUI GUIScheme name: WindowsLookSkin
06/03/2013 20:09:22 (Std) 	Started creation of Imageset from XML specification:
06/03/2013 20:09:22 (Std) 	---- CEGUI Imageset name: WindowsLook
06/03/2013 20:09:22 (Std) 	---- Source texture file: WindowsLook.tga in resource group: (Default)
06/03/2013 20:09:22 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
06/03/2013 20:09:22 (Std) 	===== Look and feel parsing completed =====
06/03/2013 20:09:22 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'WindowsLook/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'WindowsLook/Button' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'WindowsLook/Checkbox' using base type 'CEGUI/Checkbox', window renderer 'Falagard/ToggleButton' Look'N'Feel 'WindowsLook/Checkbox' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'WindowsLook/IconButton' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'WindowsLook/IconButton' and RenderEffect ''. (001FC628)
06/03/2013 20:09:22 (Std) 	Creating falagard mapping for type 'WindowsLook/RadioButton' using base type 'CEGUI/RadioButton', window renderer 'Falagard/ToggleButton' Look'N'Feel 'WindowsLook/RadioButton' and RenderEffect ''. (001FC628)
